	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
LH00945	0.148603557	0.013228009	0.033501877		0.034775692	0.036266345	0.018408181	
LH00946	0.00263612	0.162813053	0.037300518		0.080418257	0.065822643	0.160948662	
LH00947	1.155424388	0.02970927	0.427806296		3.939307334	0.477114351	2.40555075	
LH00948	0.587970952	0.051528399	0.147861257		0.010280713	0.29718833	0.063964045	
LH00951	1.371925094	0.182829089	0.192733681		0.288481398	0.00765781	0.100833117	
LH00952	0.144101789	0.047538483	0.001165696		1.202273329	2.738681724	2.156635116	
LH00955	0.004547681	0.010797678	0.031655973		0.02223538	0.122471863	0.015990977	
LH00956	9.288988289	4.809509509	7.913600278	lncRNA hit	9.630207484	8.553614013	9.76855309	lncRNA hit
LH00957	1.275829788	1.518514166	1.600502641		1.38213429	2.017410251	2.158759919	
LH00959	0.001484909	0.043798139	0.003824634		0.044716514	0.221087659	0.027493591	
LH00962	0.023896917	0.101686853	0.005632746		0.864120377	0.194966643	0.707136094	
LH00964	0.000510243	1.343115659	0.339263531		0.722094261	0.734643381	1.650427504	
LH00967	0.153796954	0.011308885	0.011258348		0.048358935	1.417454841	0.363972747	
LH00969	0.282358428	0.454195838	0.888709969		0.017336753	0.116090996	0.069704051	
LH00974	0.122696213	0.226164388	0.245909684		2.323604167	0.097712469	0.56413932	
LH00975	0.119318819	0.011712066	0.048692204		0.050245534	0.053852162	0.01279095	
LH00976	2.016529206	0.048013843	0.377781496		2.099610225	0.018497922	0.658405823	
LH00979	0.387850152	0.052218231	0.013726275		0.043995496	0.028490371	0.066742788	
LH00984	0.247779775	0.216414741	0.298910769		1.037093508	0.563356093	0.957311796	
LH00986	0.045000178	0.806546593	0.384208384		0.175717811	0.087019916	0.073226671	
LH00987	0.013477388	0.132571927	0.087439143		0.187396675	0.118256727	0.337951268	
LH00989	0.024215018	0.069288355	0.014408563		2.487518911	0.054185483	0.549838315	
LH00990	39.43668925	64.24567685	52.772062	Neighbor hit	45.61825359	65.81775353	63.5293058	Neighbor hit
LH00993	0.002369988	0.275212608	0.096409882		0.078918576	0.004787839	0.010751097	
LH00995	0.073410804	0.655131981	0.202649972		0.190327889	0.297386941	0.300745861	
LH00997	0.454224507	0.048883979	0.029524474		1.130553019	0.38719415	0.999466145	
LH00998	0.103734925	0.052753123	0.074013647		0.014598589	0.380814058	0.154885998	
LH00999	0.01711407	0.246242081	0.028467126		0.014828728	0.145784597	0.111563338	
LH01000	0.093393254	1.546134154	0.859016654		0.204688521	0.045709495	0.111651069	
LH01005	0.024722577	0.008008875	0.031933798		0.114481982	0.081629181	0.010549071	
LH01006	0.020529435	0.143969676	0.130568521		0.242399589	0.064301197	0.041022711	
LH01007	1.41597654	0.168098947	0.305841773		3.770939839	0.014750357	0.304014347	
LH01011	1.206029634	3.725412855	2.817471669		2.858474028	3.597306656	4.794023579	
LH01015	0.130834421	2.814176164	1.629821807		0.503323452	3.645639025	2.370389789	
LH01018	0.016880457	0.12316819	0.025860388		0.024488005	0.491519734	0.125085916	
LH01021	0.047786236	0.030465501	0.050257595		1.375130687	0.076297798	0.39476133	
LH01022	0.168109718	1.256472054	1.111026197		0.619590457	0.921476669	1.033916376	
LH01023	0.05712663	0.004584868	0.030157356		0.424310331	0.122067468	0.010516161	
LH01036	7.117960168	3.733346534	8.248715986	lncRNA hit	2.770715037	9.94110112	7.793333806	lncRNA hit
LH01037	0.009500699	0.189214103	0.043933622		0.000674673	0.031849307	0.010848628	
LH01039	0.1175353	0.585828058	0.32282167		1.835621774	0.06533629	0.342210602	
LH01047	1.336657808	1.612356844	1.923789376		1.931080045	1.03753682	1.981794839	
LH01049	0.15269712	0.042381327	0.011827104		0.110959081	0.096772221	0.015488199	
LH01050	3.991590032	2.844145796	4.242650007		7.44351572	10.86850931	12.71067238	lncRNA hit
LH01051	0.078415974	1.143191085	0.796818893		1.458601608	4.862260341	3.768723526	
LH01052	0.699089774	0.132001424	0.022350456		0.618933223	0.074664406	0.04089643	
LH01054	12.98620085	10.65627615	12.79218972	lncRNA hit	14.42433398	17.11317069	17.19468644	lncRNA hit
LH01055	2.133623816	1.745432955	3.104840082		2.820836397	2.131487482	3.543954824	
LH01056	5.093652863	6.534170422	6.885245065		1.798277125	2.109839229	1.940333287	
LH01057	5.566682592	9.893325156	8.991072997	lncRNA hit	9.943749549	13.14258534	13.74495373	lncRNA hit
LH01058	0.961121488	2.440198677	2.05062602		14.86751744	16.59596937	17.75194375	lncRNA hit
LH01061	0.060050157	0.087793943	0.041917837		0.860267169	0.035651993	0.24585964	
LH01062	0.000522732	0.085552752	0.014567567		1.937092384	1.800337018	2.844223019	
LH01063	0.024724294	0.428192826	0.322182889		0.192717254	0.832057016	0.595754281	
LH01064	0.344123248	0.877760515	0.656488998		0.660020099	0.621561491	0.555041028	
LH01079	1.610121626	2.703156925	0.065696144		0.724486009	0.244766189	0.678571954	
LH01081	0.076287317	0.293749037	0.010756258		0.13312668	0.236251762	0.011965365	
LH01082	0.524538227	0.018102689	0.254238705		0.110336687	0.045856681	0.224615093	
LH01089	0.839441699	0.278650622	0.679320343		0.011216355	2.563335969	1.002538203	
LH01090	0.679797844	0.534756376	1.278061721		0.927047172	0.03787231	0.582707781	
LH01093	1.118747433	0.040547757	0.065819523		0.517833208	0.05346364	0.33219426	
LH01095	0.098947533	0.428593662	0.209502087		0.860781392	1.846008827	1.398635035	
LH01096	0.527301572	0.132621814	0.352105847		0.049790972	0.014909469	0.026156283	
LH01098	8.288499265	8.311950344	10.58616792	lncRNA hit	5.585428155	8.844055791	7.793817865	lncRNA hit
LH01106	0.07192466	0.003282324	0.047658744		0.003843798	0.001986757	0.000768209	
LH01113	0.113981043	0.282090567	0.029383673		0.251353516	0.038574717	0.109758173	
LH01115	0.316817027	0.064700753	0.052894473		0.126147044	0.000602342	0.050064523	
LH01116	0.014106206	0.014165932	0.006666195		0.137678008	0.149350181	0.172178181	
LH01118	0.381036634	0.000229722	0.006886636		0.063672571	0.008050592	0.086989577	
LH01120	0.002602752	0.026705826	0.001508159		0.045333804	0.114020695	0.053506704	
LH01121	0.089199865	0.02265839	0.057187208		0.232499814	1.656070862	1.052770655	
LH01128	16.80871521	23.99861077	22.87172772	lncRNA hit	28.97215288	32.30010009	32.89379845	lncRNA hit
LH01129	0.058598407	0.763620928	0.104708036		0.045173322	0.113825101	0.040485979	
LH01139	1.517197153	0.011582482	0.505829292		0.006955986	0.057459031	0.008569234	
LH01143	2.756616855	0.097432437	0.868973546		0.277489404	0.058928135	0.510768368	
LH01155	0.000452966	0.184727641	0.082956804		0.219358359	0.131911544	0.222111238	
LH01161	1.073112017	2.04307047	2.165481045		2.953249604	2.278311853	3.502784847	
LH01165	0.21511819	0.056474128	1.303952157		0.127291665	0.381932713	0.805901046	
LH01174	2.406308562	3.352424922	2.924933355		3.556501664	6.583538002	5.237493808	
LH01175	0.001000315	0.267232554	0.025685051		0.159804068	0.019307514	0.011787268	
LH01179	0.067289577	0.473953445	0.308666976		0.469893191	0.379789347	0.46257233	
LH01181	1.211189115	0.104484061	0.039109849		0.220665394	0.539370585	0.038491622	
LH01184	0.135012661	0.228478762	0.474083915		0.263218764	2.446072135	1.329665218	
LH01185	1.372056513	0.564961681	0.956122899		0.428451493	1.294131798	0.257368537	
LH01186	1.445138795	0.765087787	1.400371644		2.862634691	0.757976404	1.672782144	
LH01187	0.04374277	0.154447404	0.043722744		0.416187577	1.008562392	1.219880995	
LH01188	0.034221565	0.587044796	0.186902971		0.116302495	0.307019935	0.295980242	
LH01189	1.120282015	0.008539871	0.177259826		0.727392941	0.076306536	0.033759213	
LH01190	0.097721921	0.019402711	0.161334318		0.186783435	0.100501208	0.15544207	
LH01194	0.346233651	0.380040072	0.374514366		0.144123512	0.02724196	0.115888647	
LH01196	0.868081108	0.349620008	0.475637158		1.01718465	0.338169902	0.858287951	
LH01206	0.074812385	0.177494242	0.166872548		0.033142435	0.879030314	0.106148937	
LH01209	0.081332872	0.160949845	0.035830864		0.746580658	1.388613413	1.597794771	
LH01210	0.167398788	0.681126135	0.443355747		2.389283802	4.909119812	4.915925935	
LH01218	6.162356244	2.654860589	4.761923775		5.854584133	6.242604111	7.686485565	lncRNA hit
LH01246	0.302033565	0.072418649	0.06064464		0.268174979	0.01285964	0.068773882	
LH01247	0.045607558	0.159500484	0.116480261		5.510244742	2.836405011	5.209018737	
LH01249	131.9055166	155.7050677	167.2176204	lncRNA hit	143.6955475	156.6900362	163.0984452	lncRNA hit
LH01250	0.236872019	0.689863296	0.529653004		0.727198268	2.099672688	2.481739545	
LH01253	0.377611014	0.063457099	0.096458592		3.519686981	0.307516449	1.971219995	
LH01257	0.997541379	0.459218529	0.66019611		0.284258187	0.350187176	0.049952937	
LH01260	1.871600903	1.457044729	1.964193153		4.266657537	3.133034819	4.373464456	
LH01265	0.887576575	0.144069173	0.521140818		10.19126395	0.913876682	5.315873449	
LH01270	0.067854656	0.774738571	0.709530232		0.110199899	0.133474848	0.209945405	
LH01271	0.026640241	1.571924686	0.446927881		0.043147494	2.602148127	1.197467898	
LH01272	0.211792453	0.201055701	0.297717339		0.023285645	0.010902593	0.011389789	
LH01274	0.958428315	1.771322491	1.92125562		2.978194561	3.486410632	4.161257978	
LH01276	0.012156511	0.650958809	0.226157295		0.03871327	0.130030549	0.218767978	
LH01278	0.440891109	0.146452983	0.232103948		0.919141569	0.060895727	0.30545779	
LH01281	0.056010834	2.096843052	2.520818503		1.126312971	4.85503723	5.652759897	
LH01283	0.329876496	0.058271688	0.278290105		1.290269944	0.293521953	1.120928728	
LH01284	6.923690066	2.683753591	5.532129901		13.09016361	7.643914718	12.78551803	lncRNA hit
LH01285	3.960049432	0.003394495	2.368243171		4.117336131	0.122124064	2.116167784	
LH01287	0.069599534	0.466070433	0.251162684		0.302014066	0.09606724	0.117604771	
LH01288	0.156237393	0.019844169	0.118026911		0.197650484	0.580163509	0.656316119	
LH01289	0.508363527	0.09429976	0.08479364		0.019831409	0.182127267	0.001624606	
LH01290	1.956063878	0.860894355	1.850077201		2.746944622	2.307768018	3.680770201	
LH01293	1.113022787	0.056281241	0.591106209		0.092207391	0.133663348	0.04461521	
LH01294	0.124988867	0.096527958	0.043243199		0.031708755	1.096310148	0.112354393	
LH01295	0.553702657	1.452445656	1.010591038		0.277709972	0.024162653	0.245471021	
LH01296	0.830782044	0.012185181	0.10076468		0.093934625	0.053512205	0.112614613	
LH01305	0.139495888	0.273339876	0.006700505		0.103534352	0.261115867	0.606098446	
LH01309	2.153492192	1.74714917	3.565099359		0.495613575	1.464009398	1.227793462	
LH01310	2.95E-05	0.036173019	0.039161964		0.079132873	0.04694391	0.002527008	
LH01311	0.016293225	0.042795549	0.043925558		0.28331686	0.066156539	0.421847499	
LH01312	0.086666059	0.111984627	0.154076969		2.788873836	2.327393346	3.389275563	
LH01313	30.87988083	21.24020264	33.23985709	lncRNA hit	36.64672134	28.33808633	38.77487422	lncRNA hit
LH01315	0.652265064	2.116585252	1.6351329		0.118975962	1.404371798	1.055782637	
LH01319	0.52254812	1.369483789	0.103902691		0.114088864	0.288449113	0.019327333	
LH01320	1.503455801	0.473447281	0.662454998		0.25440954	0.304934899	0.274023066	
LH01321	0.19417423	1.070924977	0.018486526		0.641902639	2.446185716	0.015257478	
LH01322	1.198848272	0.007334788	0.188389362		0.22957166	0.182379157	0.212130921	
LH01325	4.310140369	5.306930253	6.516955511		7.137799595	25.63474433	20.28397826	lncRNA hit
LH01327	80.2413269	55.89400957	74.28593989	lncRNA hit	65.4721202	79.07657476	78.41983292	lncRNA hit
LH01333	0.480233458	0.104992966	0.114847479		1.252973765	0.393695388	0.81302482	
LH01334	1.090579557	1.048269957	1.235595255		1.721867972	0.061445795	0.492190717	
LH01335	1.148675696	0.813946864	0.443875256		0.995570848	3.296908349	0.265118651	
LH01346	5.679972306	4.369022576	6.279277171		8.428509836	4.594244302	7.904091115	lncRNA hit
LH01347	0.203995795	1.546451793	1.225330275		0.2946725	0.296370257	0.717776844	
LH01348	0.22450117	0.060317395	0.067152142		0.301832947	0.034811016	0.057882767	
LH01349	4.700492256	0.128487603	2.080123471		5.624503042	0.090029286	1.634900803	
LH01350	0.025907845	0.03656003	0.008865456		0.023909909	0.777338213	0.52762287	
LH01352	0.00231629	0.128195845	0.024820648		0.155114878	0.035006991	0.083211835	
LH01353	0.210997689	0.07098957	0.026587325		0.064369291	0.364421929	0.248532711	
LH01355	0.125919426	0.018641187	0.001409756		0.861498735	0.406335787	0.776941663	
LH01358	1.596149604	0.005234081	1.353094085		0.763184076	0.303080106	0.527392314	
LH01360	0.026544182	0.076304511	0.009809408		0.084129351	0.146267914	0.033764237	
LH01365	105.6085772	134.2201944	129.6552646	lncRNA hit	93.88038225	123.1687281	117.0839832	lncRNA hit
LH01368	0.056981126	0.837611047	0.406169913		0.023130397	0.103645982	0.02868058	
LH01370	0.295893807	0.036043923	0.072769946		3.071859181	0.805224154	2.052248814	
LH01374	0.328874828	0.141697021	0.311505413		0.049008612	0.063246068	0.05153743	
LH01375	1.485529193	2.311769881	2.92271162		8.005652898	9.696332758	11.09325314	lncRNA hit
LH01379	0.175441303	0.090594506	0.227443993		0.232137455	0.021340673	0.107871031	
LH01381	0.346158903	0.622731163	0.660241809		0.149048022	0.31426288	0.100471409	
LH01382	0.009483891	0.27758434	0.020087782		0.010084344	0.06816328	0.008550616	
LH01383	0.016908521	0.020310145	0.016040971		0.459892894	0.049817129	0.192733116	
LH01385	1.887807239	0.411890365	0.963179936		0.308306686	0.346059802	0.00500384	
LH01395	0.057524871	0.004962414	0.001296873		0.04506038	0.069823325	0.003909334	
LH01396	0.987889929	0.036149672	0.262642159		0.124923879	0.068270023	0.114120154	
LH01397	0.035711322	0.115548379	0.001853376		0.028880086	0.673929732	0.463100961	
LH01398	0.201848469	0.052667391	0.122364205		0.064950879	0.031753154	0.030220945	
LH01399	0.418814348	0.016961774	0.166845662		0.136272553	0.016373951	0.123324993	
LH01400	0.601324633	0.007254926	0.09242716		3.157220928	0.397283071	1.346121082	
LH01401	1.864517406	1.849862629	2.100248004		3.79753033	5.980034647	5.557311779	
LH01402	5.095242967	5.904344653	6.91945021		8.431969595	17.177776	15.05481363	lncRNA hit
LH01411	0.450053171	0.082614038	0.1206196		1.091506252	0.009378795	0.239273035	
LH01417	0.002702701	1.668666983	0.825033987		0.007916067	2.23742621	0.861947516	
LH01418	0.934619178	0.019411487	0.159998109		0.535372618	0.025402756	0.162627515	
LH01424	0.123336733	0.033714892	0.021140747		0.244591681	0.702558025	0.656436792	
LH01437	0.148653061	0.047996988	0.01046702		0.101842361	0.229365272	0.276848937	
LH01440	0.533236472	3.202892024	2.28398794		0.210644101	1.865906117	1.183605332	
LH01445	0.035091249	0.139059105	0.031353605		0.126397708	0.273613955	0.016225116	
LH01450	0.015824939	0.030295638	0.041469157		0.09483666	0.197127099	0.080981262	
LH01451	0.522005714	0.034883812	0.275880326		4.712313809	2.768668046	5.017240916	
LH01452	0.122158828	0.007301104	0.131663358		0.014269247	1.096632209	0.278761229	
LH01453	1.890825908	0.089823916	0.475826019		3.947093017	1.48808746	2.746101894	
LH01456	4.424890508	10.63808407	8.993944611	lncRNA hit	28.16625658	37.54589384	37.31062665	lncRNA hit
LH01457	0.266521401	0.010070578	0.216044987		3.232609896	0.226917944	1.798209254	
LH01467	0.949489636	0.097040443	0.412887931		1.0295847	0.143839666	0.392493696	
LH01472	2.847385194	2.06811021	3.461566696		0.574683469	0.972067429	1.423231142	
LH01477	0.026041081	0.011825468	0.006287564		0.00957396	0.127976535	0.053937769	
LH01484	0.122223856	0.372228133	0.223712786		3.545933849	3.678970735	4.387641612	
LH01494	4.203066628	1.50120476	0.397190975		5.176353479	0.02929289	2.114399151	
LH01504	1.096774984	0.267663217	0.917108938		0.553081674	0.323448257	0.407636631	
LH01505	0.051234388	0.277581972	0.031710815		1.516299902	0.057187064	0.114009357	
LH01506	2.546643206	5.701549822	4.31817505		0.744306746	0.529294539	0.154842747	
LH01507	0.550417191	1.666023999	1.70013551		0.732796134	2.446958115	2.010553487	
LH01510	2.9996001	7.971629857	3.99374253		6.116594532	2.222786658	4.841720876	
LH01511	0.413359844	0.234775896	0.573309375		0.154043726	1.183649327	0.784410445	
LH01514	1.289409512	0.170944934	0.982461487		3.745673155	1.564393526	3.433639735	
LH01534	0.0102409	0.165601428	0.043384711		0.057530186	1.22802	0.329541287	
LH01535	0.028303706	0.049317331	0.002223173		0.847216455	0.08125528	0.243783611	
LH01537	1.194745535	0.973556058	1.17697402		0.272856834	1.54825895	0.777405409	
LH01541	0.033163667	0.325839857	0.207458663		0.005646126	0.081183143	0.035015208	
LH01543	0.072830596	0.05558823	0.049999164		0.020718623	0.967773687	0.308687945	
LH01544	0.027653063	8.39510791	4.120436769		0.301884337	7.285909734	3.083631399	
LH01545	0.035067551	0.701591097	0.198587483		0.010118051	0.251078249	0.117177178	
LH01551	0.471174108	0.347042974	0.633668258		5.360709892	5.384966009	6.389882954	
LH01552	0.025552432	2.826286103	0.867305689		0.190544201	3.007400765	0.864012538	
LH01555	1.434689165	1.53532388	0.211138862		2.341237432	0.671526296	0.398947291	
LH01556	0.014702681	0.06901514	0.005798678		0.290011516	0.024464459	0.163547972	
LH01558	0.809775811	0.635317057	0.857503976		2.216139791	2.510733883	2.832824663	
LH01559	0.004736694	0.011478306	0.008789619		0.886279016	0.2386707	0.374977642	
LH01561	0.025565466	0.034026361	0.045526925		0.01631404	0.127973859	0.037506128	
LH01566	0.108609077	0.517171537	0.487240078		0.117705154	0.490204446	0.312437166	
LH01571	0.412013373	0.031658737	0.206104567		0.384186222	0.072128469	0.230710492	
LH01577	0.067735759	0.020722822	0.065375547		0.117395132	0.767287383	0.278085278	
LH01583	5.254940841	4.696168039	6.383541803		3.074496154	6.237529954	5.696996688	
LH01586	4.59607264	0.326517742	4.042912063		1.942916306	1.080151189	0.765044594	
LH01588	0.00176821	0.004458649	0.01275275		0.034050016	0.229419325	0.006757499	
LH01589	0.492187624	1.063157645	0.981165659		1.308858733	0.03052311	0.252419997	
LH01591	0.346799923	0.542050084	0.077821401		0.271721338	4.645014517	2.129982486	
LH01596	10.21227021	19.24522802	16.67811496	lncRNA hit	20.16060561	36.11413328	32.22518144	lncRNA hit
LH01598	0.036065986	0.103729094	0.034605872		0.061095182	0.204807272	0.243499356	
LH01613	0.638272866	0.04171131	0.400514571		0.482637312	0.100430171	0.137449308	
LH01622	0.045316987	1.217768538	0.41716995		4.630191014	6.862310831	6.892457433	
LH01623	0.101242535	0.072119137	0.065123681		0.39056859	0.095817943	0.264736446	
LH01624	0.035508068	6.413713329	2.181723991		2.05327189	13.91918699	7.815910408	lncRNA hit
LH01625	0.027434585	0.235797996	0.080742576		0.136817765	4.226442523	1.486642586	
LH01631	0.137056762	0.034142171	0.01877802		0.154242935	0.079749472	0.026360525	
LH01632	0.022005565	0.0348672	0.014688188		0.092396563	0.038103047	0.060905529	
LH01633	1.270253657	0.38253057	1.310874447		1.162849589	5.521635824	3.594216725	
LH01634	0.209577775	1.040021307	0.057867328		0.270099473	0.827617365	0.630882973	
