NC_000014.9:+:61570538	ENST00000229465.10_1
NC_000013.11:+:45341487	ENST00000521336.5_1
NC_000013.11:+:45344418	ENST00000521507.5_1
NC_000013.11:+:45378573	ENST00000522673.5_1
NC_000013.11:+:45369962	ENST00000522845.2_1
NC_000013.11:+:45341487	ENST00000522859.5_1
NC_000013.11:+:45344418	ENST00000523445.5_1
NC_000013.11:+:45341487	ENST00000524062.5_1
NC_000013.11:-:40470248	ENST00000542632.5_1
NC_000013.11:+:78578577	ENST00000560584.2_1
NC_000013.11:+:24331450	ENST00000561557.1_1
NC_000013.11:+:99087827	ENST00000562781.1_1
NC_000013.11:+:75549790	ENST00000563635.5_1
NC_000013.11:-:28138114	ENST00000563843.1_1
NC_000013.11:-:75935131	ENST00000565815.1_1
NC_000013.11:-:47932621	ENST00000566385.2_1
NC_000013.11:+:27953525	ENST00000567234.1_1
NC_000013.11:-:75635942	ENST00000568302.5_1
NC_000013.11:-:75635942	ENST00000568735.1_1
NC_000013.11:+:20181935	ENST00000569603.1_1
NC_000013.11:+:75566741	ENST00000570285.1_1
NC_000013.11:+:22918591	ENST00000575845.1_1
NC_000013.11:+:23466401	ENST00000576696.2_1
NC_000013.11:-:22916426	ENST00000577004.1_1
NC_000013.11:+:91347686	ENST00000582141.5_1
NC_000013.11:-:30023799	ENST00000585222.1_1
NC_000013.11:-:30932607	ENST00000585870.5_1
NC_000013.11:-:26641363	ENST00000586418.5_1
NC_000013.11:-:30932607	ENST00000588425.5_1
NC_000013.11:-:30931357	ENST00000590344.5_1
NC_000013.11:-:30931427	ENST00000590721.5_1
NC_000013.11:-:30931282	ENST00000592950.5_1
NC_000013.11:-:50910620	ENST00000593750.5_1
NC_000013.11:-:46466005	ENST00000594428.5_1
NC_000013.11:+:51454164	ENST00000594488.5_1
NC_000013.11:+:51454164	ENST00000594604.5_1
NC_000013.11:-:46459184	ENST00000595532.1_1
NC_000013.11:+:74552843	ENST00000595711.5_1
NC_000013.11:+:51454164	ENST00000596180.5_1
NC_000013.11:-:50910620	ENST00000596992.5_1
NC_000013.11:-:46486425	ENST00000598084.6_1
NC_000013.11:+:113009671	ENST00000598534.1_1
NC_000013.11:+:51453345	ENST00000598905.1_1
NC_000013.11:-:113165182	ENST00000600642.1_1
NC_000013.11:+:51454168	ENST00000601034.2_1
NC_000013.11:+:52334295	ENST00000603464.1_1
NC_000013.11:+:43787203	ENST00000604480.1_1
NC_000013.11:-:42812561	ENST00000604485.1_1
NC_000013.11:-:95676938	ENST00000606011.1_1
NC_000013.11:+:79406290	ENST00000606049.1_1
NC_000013.11:-:54127342	ENST00000606055.1_1
NC_000013.11:-:87811246	ENST00000606221.1_1
NC_000013.11:+:46052847	ENST00000606243.5_1
NC_000013.11:+:46052821	ENST00000606351.5_1
NC_000013.11:+:102394626	ENST00000606448.1_1
NC_000013.11:+:79406290	ENST00000606584.5_1
NC_000013.11:-:54132890	ENST00000606706.5_1
NC_000013.11:-:63838030	ENST00000606894.1_1
NC_000013.11:-:87447234	ENST00000607309.1_1
NC_000013.11:-:44405972	ENST00000607312.1_1
NC_000013.11:-:54132890	ENST00000607494.5_1
NC_000013.11:+:106617888	ENST00000607593.1_1
NC_000013.11:-:63843440	ENST00000607822.5_1
NC_000013.11:+:79406290	ENST00000607864.1_1
NC_000013.11:+:113864174	ENST00000608651.1_1
NC_000013.11:-:93227126	ENST00000610286.1_1
NC_000013.11:-:27208000	ENST00000610335.4_1
NC_000013.11:+:51454173	ENST00000610618.1_1
NC_000013.11:-:44715753	ENST00000611081.1_1
NC_000013.11:+:22107470	ENST00000611481.1_1
NC_000013.11:-:110616352	ENST00000611744.1_1
NC_000013.11:-:112689814	ENST00000612143.1_1
NC_000013.11:+:37534936	ENST00000612438.1_1
NC_000013.11:+:46474210	ENST00000612699.1_1
NC_000013.11:-:33336756	ENST00000612824.1_1
NC_000013.11:-:48532598	ENST00000612996.1_1
NC_000013.11:+:97435946	ENST00000613261.1_1
NC_000013.11:-:112606454	ENST00000613809.1_1
NC_000013.11:-:44369876	ENST00000613838.1_1
NC_000013.11:-:43878162	ENST00000613918.1_1
NC_000013.11:+:39053072	ENST00000614005.1_1
NC_000013.11:+:97437268	ENST00000614033.1_1
NC_000013.11:+:51180178	ENST00000614264.1_1
NC_000013.11:-:52455345	ENST00000614364.1_1
NC_000013.11:-:106774278	ENST00000614618.1_1
NC_000013.11:-:41229675	ENST00000614652.1_1
NC_000013.11:-:40535806	ENST00000615137.1_1
NC_000013.11:-:102593872	ENST00000615349.1_1
NC_000013.11:-:20567026	ENST00000615483.4_1
NC_000013.11:+:41132958	ENST00000615685.4_1
NC_000013.11:+:49792610	ENST00000615830.1_1
NC_000013.11:+:112811566	ENST00000615844.1_1
NC_000013.11:-:107466673	ENST00000615941.1_1
NC_000013.11:-:40273508	ENST00000615947.1_1
NC_000013.11:+:41132958	ENST00000616251.1_1
NC_000013.11:+:44575760	ENST00000616360.1_1
NC_000013.11:+:54941895	ENST00000616396.1_1
NC_000013.11:-:48042183	ENST00000616786.1_1
NC_000013.11:+:22210285	ENST00000616974.1_1
NC_000013.11:+:44577887	ENST00000617014.1_1
NC_000013.11:+:37934743	ENST00000617568.1_1
NC_000013.11:-:55583523	ENST00000617598.1_1
NC_000013.11:+:32782874	ENST00000617901.1_1
NC_000013.11:+:39053072	ENST00000618106.4_1
NC_000013.11:-:20567045	ENST00000618162.1_1
NC_000013.11:+:44110447	ENST00000618753.4_1
NC_000013.11:+:51803835	ENST00000618844.1_1
NC_000013.11:+:45341591	ENST00000618947.1_1
NC_000013.11:+:113527260	ENST00000619092.1_1
NC_000013.11:+:113511654	ENST00000619338.1_1
NC_000013.11:+:41132958	ENST00000619407.4_1
NC_000013.11:+:45389794	ENST00000619457.1_2
NC_000013.11:+:108267599	ENST00000619612.1_1
NC_000013.11:-:48976491	ENST00000619666.1_1
NC_000013.11:+:110429026	ENST00000619688.1_1
NC_000013.11:+:41132958	ENST00000620300.4_1
NC_000013.11:-:27251259	ENST00000620494.1_1
NC_000013.11:+:77027944	ENST00000620512.1_1
NC_000013.11:+:19863865	ENST00000620617.1_1
NC_000013.11:-:50125540	ENST00000621282.4_1
NC_000013.11:-:113339957	ENST00000621449.1_1
NC_000013.11:+:33846190	ENST00000621575.1_1
NC_000013.11:+:46717423	ENST00000621879.1_1
NC_000013.11:+:26221981	ENST00000621997.1_1
NC_000013.11:+:107870730	ENST00000622038.1_1
NC_000013.11:+:28495584	ENST00000623899.1_1
NC_000013.11:-:31961945	ENST00000624392.1_1
NC_000013.11:-:43895181	ENST00000624472.1_1
NC_000013.11:+:51921251	ENST00000624532.1_1
NC_000013.11:+:46117864	ENST00000624622.1_1
NC_000013.11:+:34079073	ENST00000624765.1_1
NC_000013.11:+:20712431	ENST00000625156.1_1
NC_000013.11:-:99499615	ENST00000625254.1_1
NC_000013.11:-:99494142	ENST00000625287.1_1
NC_000013.11:-:99498806	ENST00000625369.2_1
NC_000013.11:+:99498741	ENST00000626308.1_1
NC_000013.11:-:99496798	ENST00000626729.2_1
NC_000013.11:+:99498523	ENST00000627052.2_1
NC_000013.11:+:68878380	ENST00000627910.1_1
NC_000013.11:-:100587145	ENST00000629479.1_1
NC_000013.11:-:68885312	ENST00000629570.1_1
NC_000013.11:+:77076903	ENST00000629771.2_1
NC_000013.11:+:51454186	ENST00000629988.2_1
NC_000013.11:-:50910620	ENST00000629989.2_1
NC_000013.11:-:99496798	ENST00000630421.2_1
NC_000013.11:+:22040974	ENST00000631321.1_1
NC_000013.11:-:92659226	ENST00000634391.1_1
NC_000013.11:+:92446470	ENST00000635019.1_1
NC_000013.11:-:40403863	ENST00000636192.1_1
NC_000013.11:+:42424892	ENST00000637043.1_1
NC_000013.11:-:114215834	ENST00000637433.1_1
NC_000013.11:-:40481027	ENST00000637523.1_1
NC_000013.11:-:40377305	ENST00000638084.1_1
NC_000013.11:-:52739819	ENST00000377962.7_1
NC_000013.11:-:40666587	ENST00000379561.5_1
NC_000013.11:-:40562763	ENST00000473775.1_1
NC_000013.11:-:42992240	ENST00000398762.7_1
NC_000013.11:-:42992240	ENST00000313624.11_1
NC_000013.11:+:43023380	ENST00000474320.1_1
NC_000013.11:-:27988692	ENST00000332715.5_1
NC_000013.11:-:27971372	ENST00000381020.7_1
NC_000013.11:-:27967346	ENST00000548877.1_1
NC_000020.11:-:44663497	ENST00000255183.8_2
NC_000020.11:+:64290385	ENST00000279067.3_1
NC_000020.11:+:49278641	ENST00000326677.9_1
NC_000020.11:+:38446671	ENST00000359074.8_1
NC_000020.11:+:57114991	ENST00000366097.2_1
NC_000020.11:+:63359505	ENST00000370257.1_1
NC_000020.11:+:62553480	ENST00000370523.1_1
NC_000020.11:+:50292719	ENST00000371639.7_1
NC_000020.11:+:49278368	ENST00000371743.7_1
NC_000020.11:+:26054655	ENST00000376398.6_1
NC_000020.11:+:25751197	ENST00000376445.3_1
NC_000020.11:-:5504595	ENST00000379053.4_1
NC_000020.11:-:30288478	ENST00000380888.4_1
NC_000020.11:-:26208276	ENST00000385250.1_1
NC_000020.11:+:26057398	ENST00000389261.3_1
NC_000020.11:+:38446671	ENST00000400436.6_1
NC_000020.11:+:50172589	ENST00000411453.2_1
NC_000020.11:+:2207190	ENST00000411839.1_1
NC_000020.11:-:31573277	ENST00000412178.1_1
NC_000020.11:+:57266780	ENST00000412321.1_1
NC_000020.11:-:62551525	ENST00000412495.5_1
NC_000020.11:+:1361622	ENST00000412497.1_1
NC_000020.11:-:62775411	ENST00000412500.1_1
NC_000020.11:-:18793978	ENST00000412553.5_1
NC_000020.11:+:19758064	ENST00000412571.1_1
NC_000020.11:+:31686216	ENST00000412972.1_1
NC_000020.11:+:5533628	ENST00000413249.1_1
NC_000020.11:-:38435327	ENST00000413755.5_1
NC_000020.11:+:47352614	ENST00000413818.2_1
NC_000020.11:+:32561098	ENST00000413983.1_1
NC_000020.11:-:62306228	ENST00000414042.1_1
NC_000020.11:-:38435327	ENST00000414142.5_1
NC_000020.11:+:25624047	ENST00000414393.5_1
NC_000020.11:-:44696111	ENST00000415889.2_2
NC_000020.11:+:6446723	ENST00000415932.1_1
NC_000020.11:+:10753090	ENST00000417299.1_1
NC_000020.11:-:57393038	ENST00000417346.1_1
NC_000020.11:-:38435327	ENST00000417578.5_1
NC_000020.11:+:45487353	ENST00000417630.1_1
NC_000020.11:+:49278368	ENST00000417721.5_1
NC_000020.11:-:49046174	ENST00000417781.5_1
NC_000020.11:+:34450930	ENST00000418598.1_1
NC_000020.11:+:21398493	ENST00000419666.2_1
NC_000020.11:+:23037301	ENST00000419734.2_2
NC_000020.11:+:4475638	ENST00000419863.1_1
NC_000020.11:-:46021886	ENST00000419897.1_1
NC_000020.11:-:44696111	ENST00000419931.1_1
NC_000020.11:-:13245384	ENST00000420044.1_1
NC_000020.11:-:22560999	ENST00000420070.1_1
NC_000020.11:+:58515498	ENST00000420279.5_1
NC_000020.11:-:21106357	ENST00000420705.1_1
NC_000020.11:-:10368811	ENST00000421143.6_1
NC_000020.11:+:38446671	ENST00000421599.5_1
NC_000020.11:+:25632235	ENST00000421829.1_1
NC_000020.11:+:31562686	ENST00000421894.1_1
NC_000020.11:-:63180807	ENST00000423020.1_1
NC_000020.11:-:38431090	ENST00000423536.5_1
NC_000020.11:-:58850877	ENST00000424094.6_1
NC_000020.11:+:58523140	ENST00000424205.1_1
NC_000020.11:-:38435327	ENST00000424235.1_1
NC_000020.11:+:53552770	ENST00000424252.2_1
NC_000020.11:-:58888809	ENST00000424434.1_1
NC_000020.11:-:59357773	ENST00000424662.1_1
NC_000020.11:+:45447402	ENST00000424705.1_1
NC_000020.11:-:36573292	ENST00000425233.5_1
NC_000020.11:-:21162921	ENST00000425746.2_1
NC_000020.11:+:7069614	ENST00000425900.1_1
NC_000020.11:-:16730947	ENST00000425939.1_1
NC_000020.11:+:19799697	ENST00000426012.1_1
NC_000020.11:-:10219500	ENST00000426491.5_1
NC_000020.11:+:58515498	ENST00000427140.5_1
NC_000020.11:-:44746253	ENST00000427303.1_1
NC_000020.11:+:50172544	ENST00000427333.5_1
NC_000020.11:-:44738989	ENST00000427598.5_1
NC_000020.11:+:58515498	ENST00000427794.1_1
NC_000020.11:+:49278641	ENST00000428008.5_1
NC_000020.11:-:49046174	ENST00000428190.1_1
NC_000020.11:+:25624137	ENST00000428254.5_1
NC_000020.11:+:35284869	ENST00000429167.1_1
NC_000020.11:+:18058992	ENST00000429853.1_1
NC_000020.11:-:62735527	ENST00000430184.1_1
NC_000020.11:+:21530121	ENST00000431034.1_1
NC_000020.11:-:13239686	ENST00000431407.1_1
NC_000020.11:-:50041637	ENST00000431460.1_1
NC_000020.11:+:38446671	ENST00000432153.5_1
NC_000020.11:+:19757637	ENST00000432334.1_1
NC_000020.11:-:33993132	ENST00000432859.1_1
NC_000020.11:-:21218288	ENST00000433213.2_1
NC_000020.11:-:36525963	ENST00000433238.5_1
NC_000020.11:+:63744859	ENST00000433905.2_1
NC_000020.11:-:21158740	ENST00000434043.2_1
NC_000020.11:-:44966362	ENST00000434401.1_1
NC_000020.11:+:38446671	ENST00000434729.5_1
NC_000020.11:+:44211101	ENST00000435163.4_1
NC_000020.11:-:50166053	ENST00000435301.2_1
NC_000020.11:+:63808070	ENST00000435912.1_1
NC_000020.11:-:62551525	ENST00000436101.1_1
NC_000020.11:+:63448325	ENST00000436263.1_1
NC_000020.11:-:53412909	ENST00000436286.2_1
NC_000020.11:-:38435327	ENST00000436764.5_1
NC_000020.11:-:18315110	ENST00000436848.1_1
NC_000020.11:-:38326356	ENST00000437016.1_1
NC_000020.11:+:38446671	ENST00000437028.5_1
NC_000020.11:+:56596310	ENST00000437350.1_1
NC_000020.11:+:44210991	ENST00000437730.5_1
NC_000020.11:-:47412307	ENST00000437920.1_1
NC_000020.11:+:21947647	ENST00000438222.1_1
NC_000020.11:+:25624047	ENST00000439498.5_1
NC_000020.11:+:58515498	ENST00000439558.5_1
NC_000020.11:-:36573292	ENST00000439595.5_1
NC_000020.11:+:26065647	ENST00000439881.1_1
NC_000020.11:+:44210991	ENST00000439943.5_1
NC_000020.11:-:33994427	ENST00000440595.5_1
NC_000020.11:-:23030790	ENST00000440798.1_1
NC_000020.11:-:50321409	ENST00000441214.1_1
NC_000020.11:-:58888809	ENST00000441270.6_1
NC_000020.11:+:49278368	ENST00000441722.5_1
NC_000020.11:+:32449755	ENST00000442179.1_1
NC_000020.11:+:44211101	ENST00000442383.1_1
NC_000020.11:+:38446671	ENST00000442419.1_1
NC_000020.11:-:23358124	ENST00000442440.1_1
NC_000020.11:-:43550951	ENST00000442482.1_1
NC_000020.11:-:23351466	ENST00000442884.1_1
NC_000020.11:-:58840787	ENST00000443966.2_1
NC_000020.11:+:39785721	ENST00000444436.1_1
NC_000020.11:+:38448585	ENST00000444816.1_1
NC_000020.11:-:35490981	ENST00000444933.5_1
NC_000020.11:-:23358124	ENST00000444981.5_1
NC_000020.11:-:44746253	ENST00000445420.5_1
NC_000020.11:-:44966362	ENST00000445571.1_1
NC_000020.11:+:58515498	ENST00000445984.5_1
NC_000020.11:+:1325418	ENST00000446423.1_1
NC_000020.11:-:1817655	ENST00000447206.1_1
NC_000020.11:+:63743824	ENST00000447343.2_1
NC_000020.11:+:58515498	ENST00000447767.1_1
NC_000020.11:+:2207149	ENST00000447956.5_1
NC_000020.11:+:58515498	ENST00000448374.5_1
NC_000020.11:-:26010530	ENST00000448580.1_2
NC_000020.11:+:9986096	ENST00000449270.1_1
NC_000020.11:+:25955812	ENST00000449316.1_1
NC_000020.11:+:38446671	ENST00000449351.5_1
NC_000020.11:+:22054077	ENST00000449427.2_1
NC_000020.11:-:38429329	ENST00000449469.5_1
NC_000020.11:-:7254180	ENST00000449581.1_1
NC_000020.11:+:53940143	ENST00000450473.1_1
NC_000020.11:+:49278368	ENST00000450535.5_1
NC_000020.11:-:10219500	ENST00000451151.5_1
NC_000020.11:-:3889172	ENST00000451507.1_1
NC_000020.11:+:50169346	ENST00000451960.1_1
NC_000020.11:+:50645691	ENST00000452336.1_1
NC_000020.11:-:23358124	ENST00000452395.1_1
NC_000020.11:-:44395661	ENST00000452481.1_1
NC_000020.11:+:38446671	ENST00000453698.5_1
NC_000020.11:-:35490981	ENST00000453914.1_1
NC_000020.11:+:3109659	ENST00000454019.1_1
NC_000020.11:-:30288310	ENST00000454331.1
NC_000020.11:-:41137952	ENST00000454626.1_1
NC_000020.11:-:18793978	ENST00000455340.5_1
NC_000020.11:+:64056817	ENST00000455524.1_1
NC_000020.11:-:44391536	ENST00000455642.1_1
NC_000020.11:+:25624047	ENST00000455791.5_1
NC_000020.11:-:21101624	ENST00000455890.2_1
NC_000020.11:-:12952518	ENST00000456265.1_1
NC_000020.11:+:62352995	ENST00000456721.2_1
NC_000020.11:-:38435327	ENST00000456953.5_1
NC_000020.11:-:18359282	ENST00000457009.1_1
NC_000020.11:+:32581963	ENST00000457213.1_1
NC_000020.11:+:38447168	ENST00000457218.5_1
NC_000020.11:+:50310974	ENST00000457853.1_1
NC_000020.11:+:60121060	ENST00000458422.5_1
NC_000020.11:+:49278641	ENST00000458653.5_1
NC_000020.11:-:62551525	ENST00000475015.5_1
NC_000020.11:+:38446671	ENST00000483342.5_1
NC_000020.11:+:58594417	ENST00000525424.1_1
NC_000020.11:+:58710751	ENST00000530479.1_1
NC_000020.11:-:46021886	ENST00000535913.2_1
NC_000020.11:+:21397456	ENST00000552439.5_1
NC_000020.11:-:53504313	ENST00000558738.1_1
NC_000020.11:-:36573292	ENST00000559455.5_1
NC_000020.11:-:36573384	ENST00000559804.1_1
NC_000020.11:-:22578579	ENST00000564492.1_1
NC_000020.11:-:36050945	ENST00000565493.1_1
NC_000020.11:-:32854256	ENST00000565572.1_1
NC_000020.11:-:38962161	ENST00000570096.1_1
NC_000020.11:-:21106357	ENST00000593272.1_1
NC_000020.11:-:26209189	ENST00000594150.5_1
NC_000020.11:+:45445431	ENST00000595203.1_1
NC_000020.11:-:58817622	ENST00000596276.1_1
NC_000020.11:-:19757932	ENST00000598007.2_1
NC_000020.11:-:58850877	ENST00000598163.1_1
NC_000020.11:+:58635130	ENST00000598340.2_1
NC_000020.11:+:37095770	ENST00000598590.1_1
NC_000020.11:+:47318503	ENST00000599904.2_1
NC_000020.11:-:26209506	ENST00000601079.5_1
NC_000020.11:-:10026650	ENST00000603245.2_1
NC_000020.11:-:10219500	ENST00000603542.5_1
NC_000020.11:+:10986674	ENST00000603985.1_1
NC_000020.11:-:58876980	ENST00000605044.1_1
NC_000020.11:+:11001304	ENST00000605338.1_1
NC_000020.11:-:58884980	ENST00000605534.1_1
NC_000020.11:-:10219500	ENST00000605592.1_1
NC_000020.11:+:46689832	ENST00000606362.1_1
NC_000020.11:+:33674489	ENST00000606866.1_1
NC_000020.11:+:1325418	ENST00000607947.1_1
NC_000020.11:-:26209189	ENST00000608487.5_1
NC_000020.11:-:26208467	ENST00000608521.5_1
NC_000020.11:-:32673776	ENST00000608990.5_1
NC_000020.11:+:18794077	ENST00000609087.1_1
NC_000020.11:-:44384577	ENST00000609152.1_1
NC_000020.11:-:34286465	ENST00000609218.1_1
NC_000020.11:-:5445739	ENST00000609252.1_1
NC_000020.11:+:1325418	ENST00000609285.5_1
NC_000020.11:-:22564155	ENST00000609300.1_1
NC_000020.11:-:47348580	ENST00000609320.1_1
NC_000020.11:+:1325418	ENST00000609470.5_1
NC_000020.11:+:1325418	ENST00000609745.1_1
NC_000020.11:-:46682374	ENST00000610430.1_1
NC_000020.11:-:17565850	ENST00000610812.1_1
NC_000020.11:-:25285587	ENST00000610840.1_1
NC_000020.11:-:23325351	ENST00000610918.1_1
NC_000020.11:-:62386975	ENST00000610979.1_1
NC_000020.11:-:13368702	ENST00000611242.1_1
NC_000020.11:+:31580933	ENST00000611296.1_1
NC_000020.11:+:44746642	ENST00000611368.1_1
NC_000020.11:+:25680781	ENST00000611460.1_1
NC_000020.11:+:43190064	ENST00000611791.1_1
NC_000020.11:+:32116171	ENST00000611964.1_1
NC_000020.11:+:46364530	ENST00000612368.1_1
NC_000020.11:+:57710180	ENST00000613231.1_1
NC_000020.11:+:25229150	ENST00000613361.1_1
NC_000020.11:-:63730376	ENST00000613401.1_1
NC_000020.11:-:45345822	ENST00000613646.1_1
NC_000020.11:+:60762001	ENST00000613711.1_1
NC_000020.11:+:3808342	ENST00000613868.1_1
NC_000020.11:-:50191288	ENST00000613921.1_1
NC_000020.11:+:31535263	ENST00000614396.1_1
NC_000020.11:+:57710180	ENST00000614771.1_1
NC_000020.11:-:33991817	ENST00000615120.1_1
NC_000020.11:+:63218041	ENST00000615354.1_1
NC_000020.11:-:50166116	ENST00000615503.1_1
NC_000020.11:+:38962359	ENST00000615559.1_1
NC_000020.11:-:61437161	ENST00000615619.1_1
NC_000020.11:-:1890894	ENST00000615777.1_1
NC_000020.11:+:19871891	ENST00000616029.1_1
NC_000020.11:-:21218288	ENST00000616177.4_1
NC_000020.11:-:62405934	ENST00000616512.1_1
NC_000020.11:-:5068184	ENST00000616569.1_1
NC_000020.11:+:16576068	ENST00000616572.1_1
NC_000020.11:-:61437161	ENST00000616819.1_1
NC_000020.11:+:31970181	ENST00000616850.1_1
NC_000020.11:+:4761300	ENST00000617466.1_1
NC_000020.11:-:45448411	ENST00000617473.1_1
NC_000020.11:-:5050320	ENST00000617644.1_1
NC_000020.11:-:62603052	ENST00000617730.1_1
NC_000020.11:-:48849457	ENST00000618168.1_1
NC_000020.11:+:49290888	ENST00000618800.1_1
NC_000020.11:-:1894249	ENST00000619200.1_1
NC_000020.11:+:6000418	ENST00000619201.1_1
NC_000020.11:-:62929322	ENST00000619319.1_1
NC_000020.11:-:3923698	ENST00000619343.1_1
NC_000020.11:-:6067896	ENST00000619370.1_1
NC_000020.11:+:36233851	ENST00000619558.1_1
NC_000020.11:-:36064724	ENST00000619647.1_1
NC_000020.11:+:1186092	ENST00000619766.1_1
NC_000020.11:+:38955910	ENST00000620080.1_1
NC_000020.11:-:41486224	ENST00000620124.1_1
NC_000020.11:-:37527059	ENST00000620327.1_1
NC_000020.11:+:24931840	ENST00000620459.1_1
NC_000020.11:+:32509958	ENST00000620523.1_1
NC_000020.11:+:49278641	ENST00000620594.1_1
NC_000020.11:-:1118466	ENST00000620712.1_1
NC_000020.11:-:5061339	ENST00000620848.1_1
NC_000020.11:-:1890894	ENST00000620919.1_1
NC_000020.11:-:38419201	ENST00000621084.1_1
NC_000020.11:-:33656422	ENST00000621597.1_1
NC_000020.11:+:3239698	ENST00000621919.1_2
NC_000020.11:+:62430773	ENST00000622414.1_1
NC_000020.11:-:21502933	ENST00000622757.1_1
NC_000020.11:+:49279174	ENST00000623640.1_1
NC_000020.11:-:25226711	ENST00000624174.1_1
NC_000020.11:+:63422269	ENST00000629794.1_1
NC_000020.11:-:58840174	ENST00000631314.2_1
NC_000020.11:-:11541646	ENST00000632608.1_1
NC_000020.11:+:62066637	ENST00000635124.1_1
NC_000020.11:-:22282847	ENST00000635258.1_1
NC_000020.11:-:43590569	ENST00000635579.1_1
NC_000020.11:+:32762384	ENST00000328111.6_1
NC_000020.11:-:22584571	ENST00000419308.6_1
NC_000020.11:+:6767685	ENST00000378827.4_1
NC_000020.11:+:49982979	ENST00000244050.2_1
NC_000020.11:+:13221770	ENST00000262487.4_1
NC_000001.11:-:143424683	ENST00000294715.2
NC_000001.11:-:15152474	ENST00000310916.6_1
NC_000001.11:-:34978705	ENST00000311990.4_1
NC_000001.11:+:181236457	ENST00000319701.2_1
NC_000001.11:-:3067779	ENST00000321336.1_1
NC_000001.11:+:817371	ENST00000326734.2_1
NC_000001.11:-:39525842	ENST00000331856.6_1
NC_000001.11:-:2183711	ENST00000333854.2_1
NC_000001.11:-:289369	ENST00000335577.4_1
NC_000001.11:+:23369198	ENST00000335648.3_1
NC_000001.11:+:160932465	ENST00000356006.3_1
NC_000001.11:-:212858097	ENST00000356684.7_1
NC_000001.11:-:180976515	ENST00000358073.2_1
NC_000001.11:+:145941195	ENST00000366105.2_1
NC_000001.11:+:166081182	ENST00000366136.2_1
NC_000001.11:-:32073473	ENST00000366152.3_1
NC_000001.11:+:1574974	ENST00000366221.3_2
NC_000001.11:-:246524305	ENST00000366308.2_1
NC_000001.11:-:169087060	ENST00000366408.3_1
NC_000001.11:+:209428819	ENST00000366437.7_1
NC_000001.11:-:228165500	ENST00000366713.1_1
NC_000001.11:-:204041220	ENST00000367207.7_1
NC_000001.11:-:200374111	ENST00000367355.5_1
NC_000001.11:-:200374676	ENST00000367356.1_2
NC_000001.11:+:178542800	ENST00000367638.1_1
NC_000001.11:-:173460648	ENST00000367716.3_1
NC_000001.11:-:150561324	ENST00000369035.2_1
NC_000001.11:-:84635078	ENST00000370624.1_1
NC_000001.11:+:63547082	ENST00000371086.3_1
NC_000001.11:+:36323811	ENST00000373137.2_1
NC_000001.11:-:1179566	ENST00000379317.1_1
NC_000001.11:+:120913124	ENST00000381475.3
NC_000001.11:+:152248211	ENST00000382265.3_1
NC_000001.11:+:209432225	ENST00000384891.1_1
NC_000001.11:+:151790833	ENST00000389897.3_1
NC_000001.11:+:169486140	ENST00000392097.4_1
NC_000001.11:-:43708137	ENST00000398804.7_1
NC_000001.11:-:238486008	ENST00000400946.2_1
NC_000001.11:-:148012098	ENST00000401008.6_1
NC_000001.11:-:112850383	ENST00000401018.5_1
NC_000001.11:-:15152441	ENST00000404665.3_1
NC_000001.11:-:182069252	ENST00000411509.1_1
